Gender,Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobSatisfaction,MaritalStatus,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,MonthlyIncome
Male,30,Travel_Rarely,Human Resources,1,Bachelor,High,46,High,Divorced,No,21,6,Best,5,2064
Male,55,Travel_Rarely,Research & Development,4,Master,Very High,30,High,Married,Yes,16,4,Better,3,4035
Female,33,Travel_Rarely,Research & Development,4,Master,Low,82,Medium,Married,No,11,8,Better,5,3838
Female,47,Travel_Rarely,Sales,14,Bachelor,High,78,High,Married,Yes,17,11,Good,5,4591
Male,28,Travel_Frequently,Research & Development,2,College,High,38,Low,Single,No,11,8,Good,0,2561
Male,28,Travel_Rarely,Research & Development,1,Bachelor,Low,72,High,Divorced,No,14,1,Bad,1,1563
Male,28,Travel_Frequently,Sales,7,Bachelor,High,55,Low,Single,No,14,5,Better,4,4898
Female,49,Travel_Rarely,Research & Development,3,College,High,43,Low,Married,No,25,10,Better,3,4789
Female,29,Travel_Frequently,Research & Development,2,Highschool,Very High,97,Medium,Married,No,13,4,Better,3,3180
Male,28,Travel_Rarely,Research & Development,29,Highschool,High,96,Medium,Married,No,14,8,Good,8,6549
Male,33,Travel_Rarely,Research & Development,8,Doctor,Very High,69,High,Single,Yes,17,14,Better,0,6388
Male,32,Travel_Rarely,Research & Development,10,Bachelor,High,64,Very High,Single,No,25,10,Best,5,11244
Female,54,Travel_Frequently,Research & Development,11,Master,Medium,87,Very High,Divorced,No,20,26,Better,14,16032
Male,29,Travel_Rarely,Research & Development,1,Master,Low,100,Low,Single,No,13,11,Bad,9,2362
Male,44,Travel_Rarely,Research & Development,28,Bachelor,Very High,32,Low,Married,No,13,24,Best,20,16328
Female,39,Travel_Rarely,Research & Development,6,Bachelor,Medium,32,Medium,Single,No,18,9,Better,2,8376
Female,46,Travel_Rarely,Sales,3,Bachelor,High,51,Medium,Married,No,12,23,Best,13,16606
Female,35,Travel_Rarely,Research & Development,16,Bachelor,Very High,91,Medium,Single,No,19,11,Bad,11,8606
Male,23,Travel_Rarely,Research & Development,20,Highschool,Low,97,High,Single,No,14,5,Better,4,2272
Male,40,Travel_Rarely,Research & Development,9,Master,Very High,86,Low,Single,No,14,15,Bad,5,2018
Male,34,Travel_Rarely,Sales,1,Bachelor,Very High,64,High,Married,Yes,14,10,Better,10,7083
Female,31,Travel_Frequently,Research & Development,3,Bachelor,Very High,33,High,Single,No,12,7,Bad,7,4084
Male,50,Travel_Frequently,Research & Development,22,Doctor,High,88,Very High,Single,Yes,13,32,Better,32,14411
Male,34,Travel_Rarely,Sales,7,College,Medium,55,High,Married,Yes,25,12,Better,11,2308
Male,42,Travel_Rarely,Research & Development,2,Bachelor,High,68,Medium,Married,No,14,4,Better,1,4841
Male,37,Travel_Rarely,Research & Development,13,Bachelor,Low,47,Very High,Married,No,17,10,Better,10,4285
Female,29,Travel_Rarely,Research & Development,8,Highschool,High,39,Low,Married,No,13,9,Better,7,9715
Male,33,Travel_Rarely,Research & Development,25,Bachelor,Very High,44,Medium,Single,No,13,5,Better,5,4320
Male,45,Travel_Rarely,Research & Development,28,Bachelor,Very High,97,Very High,Married,No,20,8,Better,5,2132
Male,42,Travel_Frequently,Research & Development,2,Bachelor,Very High,40,Very High,Married,Yes,14,24,Bad,20,10124
Male,40,Travel_Rarely,Sales,9,College,Low,47,Low,Married,No,12,9,Best,8,5473
Male,33,Travel_Rarely,Research & Development,28,Master,Medium,79,High,Married,Yes,12,15,Better,15,5207
Male,40,Travel_Rarely,Human Resources,6,College,High,38,Very High,Single,Yes,21,21,Better,21,16437
Male,24,Travel_Rarely,Research & Development,21,College,High,57,Low,Divorced,No,14,2,Better,1,2296
Male,40,Non-Travel,Research & Development,8,College,Very High,72,Very High,Divorced,Yes,18,8,Better,2,4069
Male,45,Travel_Rarely,Research & Development,1,Master,Low,66,Medium,Divorced,No,12,10,Better,10,7441
Female,35,Travel_Rarely,Sales,28,Master,Medium,98,High,Married,No,23,6,Better,5,2430
Female,32,Travel_Rarely,Research & Development,5,College,Very High,67,Medium,Married,No,12,12,Better,7,5878
Male,36,Travel_Rarely,Sales,2,Master,High,70,Very High,Single,Yes,21,7,Good,3,2644
Female,48,Travel_Rarely,Sales,16,Master,High,96,High,Divorced,No,14,18,Better,8,6439
Male,29,Travel_Rarely,Research & Development,9,Bachelor,High,91,High,Married,No,18,5,Good,1,2451
Male,33,Travel_Rarely,Sales,8,Master,Low,46,Low,Married,No,13,8,Bad,2,6392
Male,30,Travel_Rarely,Sales,1,Bachelor,Medium,64,Low,Married,No,11,10,Better,10,9714
Male,38,Travel_Frequently,Human Resources,10,Master,High,71,High,Married,No,11,10,Better,6,6077
Male,35,Travel_Rarely,Research & Development,1,Bachelor,Very High,68,Low,Single,No,19,3,Better,3,2450
Male,30,Travel_Rarely,Sales,29,Master,High,33,Medium,Married,No,12,9,Better,4,9250
Female,35,Travel_Rarely,Research & Development,2,Bachelor,Low,69,Low,Divorced,Yes,12,1,Better,1,2074
Female,53,Travel_Rarely,Research & Development,2,Doctor,High,78,Very High,Married,No,16,34,Better,33,10169
Male,38,Travel_Rarely,Research & Development,2,Bachelor,High,81,Medium,Married,No,11,7,Better,5,4855
Male,32,Non-Travel,Research & Development,1,Master,Very High,62,Low,Married,No,14,9,Good,6,4087
Female,48,Travel_Rarely,Research & Development,15,Master,High,65,Low,Married,No,12,10,Good,8,2367
Male,34,Travel_Rarely,Research & Development,7,Master,Low,35,Very High,Single,No,13,1,Bad,1,2972
Male,55,Travel_Rarely,Sales,26,Doctor,High,60,Very High,Married,No,21,36,Better,36,19586
Male,34,Travel_Rarely,Research & Development,1,Master,Medium,45,Very High,Married,No,17,9,Good,2,5484
Female,26,Travel_Rarely,Research & Development,3,Bachelor,Low,89,Very High,Married,No,21,1,Better,1,2061
Male,38,Travel_Rarely,Sales,14,Bachelor,High,80,Medium,Married,No,11,10,Better,9,9924
Female,38,Travel_Rarely,Sales,16,Bachelor,Medium,90,Medium,Single,No,12,8,Best,3,4198
Female,36,Travel_Rarely,Sales,1,Master,Medium,73,High,Single,No,13,15,Better,1,6815
Male,29,Travel_Rarely,Research & Development,3,Highschool,Medium,87,Low,Single,Yes,18,10,Better,10,4723
Female,35,Travel_Rarely,Research & Development,10,Master,Low,51,High,Single,Yes,16,10,Better,5,6142
Male,39,Travel_Rarely,Sales,6,Bachelor,Very High,38,High,Married,No,11,11,Better,7,8237
Male,29,Travel_Frequently,Research & Development,2,Highschool,Low,87,Very High,Divorced,No,19,6,Best,6,8853
Male,50,Travel_Rarely,Sales,9,Bachelor,High,59,High,Married,Yes,16,27,Better,1,19331
Male,23,Travel_Rarely,Research & Development,10,Bachelor,Very High,45,High,Married,No,16,4,Better,2,2073
Male,36,Travel_Frequently,Research & Development,6,Master,Low,80,Low,Married,Yes,13,9,Better,3,5562
Male,42,Travel_Rarely,Research & Development,9,College,Very High,93,Very High,Single,No,22,24,Better,1,19613
Male,35,Travel_Rarely,Research & Development,28,Bachelor,Medium,46,High,Married,No,17,10,Good,10,3407
Male,34,Travel_Frequently,Research & Development,10,Master,Very High,92,High,Married,No,14,8,Good,8,5063
Female,40,Travel_Rarely,Sales,14,College,Very High,84,Low,Married,No,15,5,Better,5,4639
Male,43,Travel_Rarely,Research & Development,27,Bachelor,Very High,87,Medium,Divorced,No,12,8,Better,6,4876
Male,35,Travel_Rarely,Research & Development,7,College,High,63,Very High,Married,No,18,1,Good,1,2690
Male,46,Travel_Rarely,Sales,1,Master,Very High,56,Low,Single,No,15,27,Bad,26,17567
Male,28,Travel_Rarely,Research & Development,24,Bachelor,High,51,Medium,Married,Yes,17,1,Better,1,2408
Female,22,Non-Travel,Research & Development,26,College,Medium,85,High,Married,Yes,14,4,Good,4,2814
Male,50,Travel_Frequently,Research & Development,20,Doctor,Medium,41,High,Married,Yes,15,32,Better,30,11245
Female,32,Travel_Rarely,Research & Development,5,Master,Medium,35,Very High,Married,No,17,6,Better,3,3312
Female,44,Travel_Rarely,Research & Development,7,Bachelor,Medium,31,Very High,Divorced,Yes,14,23,Good,22,19049
Male,30,Travel_Rarely,Research & Development,7,Bachelor,Medium,48,Medium,Married,No,12,6,Good,6,2141
Female,45,Travel_Rarely,Research & Development,5,Doctor,High,50,Low,Single,Yes,14,10,Better,10,5769
Male,45,Non-Travel,Sales,26,Bachelor,Low,52,Low,Married,No,15,10,Better,10,4385
Male,31,Travel_Frequently,Sales,2,Master,Very High,54,Low,Single,No,13,10,Better,5,5332
Female,36,Travel_Rarely,Research & Development,12,Master,High,76,High,Married,Yes,12,7,Better,3,4663
Male,34,Travel_Frequently,Research & Development,10,Master,High,42,Very High,Divorced,No,13,9,Better,9,4724
Female,49,Travel_Rarely,Research & Development,25,Master,High,84,Low,Married,No,14,10,Good,9,3211
Male,39,Travel_Rarely,Research & Development,10,Doctor,Medium,76,Low,Married,No,13,10,Better,7,5377
Male,27,Travel_Rarely,Research & Development,19,Bachelor,Very High,67,Low,Divorced,No,11,7,Better,7,4066
Male,35,Travel_Rarely,Research & Development,18,Doctor,Medium,48,Low,Married,No,11,16,Better,16,5208
Female,28,Travel_Rarely,Research & Development,27,Bachelor,Medium,39,Low,Divorced,No,21,6,Good,5,4877
Male,21,Travel_Rarely,Research & Development,5,Highschool,High,97,Very High,Single,No,18,3,Better,2,3117
Female,18,Travel_Frequently,Sales,3,College,Medium,70,Very High,Single,Yes,12,0,Best,0,1569
Female,47,Travel_Rarely,Human Resources,26,Master,Very High,98,High,Married,No,11,27,Better,5,19658
Male,39,Travel_Rarely,Research & Development,3,College,High,76,High,Divorced,No,15,11,Better,10,3069
Female,40,Travel_Rarely,Research & Development,15,Bachelor,Low,80,High,Married,No,13,18,Better,18,10435
Female,35,Non-Travel,Research & Development,8,Master,High,52,High,Married,No,12,15,Better,14,4148
Male,37,Travel_Rarely,Research & Development,19,Bachelor,High,85,High,Married,No,17,9,Good,4,5768
Female,39,Travel_Frequently,Research & Development,4,Bachelor,Low,81,High,Single,No,13,10,Bad,9,5042
Female,45,Travel_Rarely,Research & Development,2,College,Very High,59,Very High,Divorced,No,19,10,Better,10,5770
Female,38,Travel_Rarely,Research & Development,2,College,Very High,54,High,Married,Yes,19,10,Best,5,7756
Male,35,Travel_Rarely,Sales,10,Bachelor,Very High,55,Low,Married,No,17,15,Better,13,10306
Female,37,Travel_Rarely,Research & Development,10,Bachelor,Medium,71,Medium,Married,No,11,8,Bad,8,3936
Female,40,Travel_Rarely,Research & Development,16,Bachelor,High,84,Very High,Single,Yes,15,18,Good,4,7945
Male,44,Travel_Frequently,Human Resources,1,Doctor,Low,37,Very High,Married,Yes,11,14,Better,10,5743
Male,48,Travel_Frequently,Research & Development,4,Doctor,High,89,Very High,Married,No,25,23,Better,2,15202
Male,35,Travel_Rarely,Sales,15,College,Low,59,Very High,Divorced,Yes,14,7,Good,2,5440
Female,24,Travel_Frequently,Research & Development,2,Highschool,Low,32,Very High,Single,Yes,13,6,Better,6,3760
Female,27,Travel_Rarely,Research & Development,8,Bachelor,Medium,86,High,Married,No,17,5,Better,3,3517
Male,27,Travel_Frequently,Research & Development,2,Bachelor,Very High,87,Very High,Single,No,13,6,Good,4,2580
Male,40,Travel_Rarely,Research & Development,7,Bachelor,Low,73,Low,Single,Yes,14,10,Bad,4,2166
Male,29,Travel_Rarely,Sales,10,Bachelor,High,42,High,Single,No,11,8,Better,5,5869
Female,36,Travel_Rarely,Research & Development,5,Master,Medium,42,Low,Married,No,12,9,Better,3,8008
Male,25,Travel_Frequently,Research & Development,2,Highschool,Very High,77,High,Divorced,No,17,7,Better,7,5206
Male,39,Travel_Rarely,Research & Development,12,Bachelor,Very High,66,Medium,Married,No,21,7,Better,5,5295
Female,49,Travel_Rarely,Research & Development,22,Master,Low,72,Medium,Married,No,16,27,Better,4,16413
Female,50,Travel_Rarely,Research & Development,17,Doctor,Very High,50,Low,Divorced,No,15,19,Better,14,13269
Female,20,Travel_Rarely,Sales,2,Bachelor,High,31,High,Single,No,19,2,Better,2,2783
Female,34,Travel_Rarely,Research & Development,3,Bachelor,Very High,66,Medium,Divorced,No,12,11,Better,11,5433
Male,36,Travel_Rarely,Research & Development,7,Bachelor,Low,77,Medium,Single,No,11,15,Better,4,2013
Female,49,Travel_Rarely,Research & Development,6,Highschool,High,41,High,Married,Yes,19,30,Better,15,13966
Female,36,Non-Travel,Research & Development,1,Master,Very High,33,High,Married,No,15,4,Better,3,4374
Male,36,Travel_Rarely,Research & Development,3,College,Very High,79,Low,Divorced,No,20,13,Better,5,6842
Female,54,Travel_Rarely,Research & Development,22,Doctor,Medium,91,High,Married,No,25,36,Better,10,17426
Male,43,Travel_Rarely,Research & Development,15,College,High,65,High,Married,No,24,14,Better,14,17603
Male,35,Travel_Frequently,Sales,12,Master,Very High,36,Very High,Single,Yes,24,13,Best,11,4581
Male,38,Travel_Frequently,Research & Development,1,Bachelor,Very High,90,Very High,Married,No,15,19,Best,13,4735
Male,29,Travel_Rarely,Sales,5,Bachelor,Low,43,Medium,Divorced,Yes,13,10,Good,10,4187
Male,33,Travel_Rarely,Sales,2,Master,Very High,93,Very High,Divorced,No,14,6,Better,6,5505
Male,32,Travel_Rarely,Research & Development,2,Bachelor,Very High,45,Medium,Divorced,No,13,10,Good,9,5470
Female,31,Travel_Rarely,Sales,5,Master,Low,67,Very High,Married,No,11,10,Better,10,5476
Female,49,Travel_Rarely,Research & Development,16,Bachelor,Very High,74,Low,Divorced,Yes,16,17,Good,2,2587
Female,38,Travel_Frequently,Research & Development,2,Bachelor,Very High,42,Medium,Single,No,22,4,Better,4,2440
Female,47,Travel_Rarely,Sales,2,Master,Medium,47,Medium,Divorced,No,14,29,Better,3,15972
Male,49,Travel_Rarely,Research & Development,1,Bachelor,High,36,High,Single,No,14,23,Better,8,15379
Male,41,Travel_Rarely,Sales,23,College,Very High,80,High,Single,Yes,16,21,Better,2,7082
Male,20,Travel_Rarely,Sales,9,Highschool,Very High,54,Low,Single,No,11,2,Better,2,2728
Female,33,Non-Travel,Sales,16,Bachelor,High,36,Very High,Divorced,Yes,25,7,Better,6,5368
Male,36,Travel_Rarely,Research & Development,26,Master,Low,80,High,Married,No,14,10,Good,3,5347
Female,44,Travel_Rarely,Human Resources,1,Bachelor,High,44,Very High,Divorced,Yes,18,8,Better,2,3195
Male,23,Travel_Rarely,Research & Development,8,Highschool,Very High,93,High,Single,Yes,11,5,Better,5,3989
Female,38,Travel_Rarely,Research & Development,4,College,Very High,87,High,Married,No,19,7,Good,0,3306
Male,53,Travel_Rarely,Research & Development,24,Master,Medium,48,Very High,Married,No,15,11,Better,4,7005
Female,48,Travel_Frequently,Sales,7,College,Very High,95,High,Married,Yes,11,19,Better,9,2655
Male,32,Travel_Rarely,Research & Development,2,Master,Very High,95,Medium,Single,No,12,1,Better,1,1393
Male,26,Non-Travel,Research & Development,7,Bachelor,Very High,76,Very High,Single,No,20,7,Better,7,2570
Male,55,Travel_Rarely,Research & Development,22,Bachelor,Low,94,Medium,Divorced,No,12,8,Better,4,3537
Male,34,Travel_Rarely,Research & Development,5,College,Medium,57,Very High,Married,No,14,15,Best,15,3986
Male,60,Travel_Rarely,Research & Development,1,Master,High,92,Very High,Divorced,No,20,19,Best,1,10883
Male,33,Travel_Rarely,Research & Development,21,Bachelor,Medium,79,Medium,Married,No,18,14,Better,14,2028
Male,37,Travel_Frequently,Sales,1,Master,High,31,Very High,Divorced,No,14,6,Good,6,9525
Female,34,Travel_Rarely,Research & Development,19,Bachelor,Medium,35,Very High,Married,No,12,10,Better,10,2929
Male,23,Travel_Rarely,Sales,7,Bachelor,High,99,Very High,Divorced,Yes,21,3,Better,3,2275
Female,44,Travel_Rarely,Research & Development,2,Bachelor,High,96,Very High,Married,Yes,19,9,Better,8,7879
Male,35,Travel_Frequently,Research & Development,2,Master,Low,79,Very High,Single,Yes,14,6,Best,5,4930
Male,43,Travel_Rarely,Sales,2,Bachelor,Very High,73,Very High,Married,Yes,17,10,Better,10,7847
Male,24,Travel_Rarely,Research & Development,9,Bachelor,High,62,High,Married,No,16,5,Better,5,4401
Male,41,Travel_Rarely,Sales,6,Bachelor,Very High,35,High,Single,No,12,10,Better,10,9241
Female,29,Travel_Rarely,Research & Development,9,Master,Very High,43,High,Married,No,17,9,Better,5,2974
Female,36,Travel_Rarely,Sales,2,Master,High,51,Very High,Single,No,15,17,Good,13,4502
Male,45,Non-Travel,Research & Development,1,Highschool,High,74,High,Married,No,23,25,Good,23,10748
Male,24,Travel_Rarely,Human Resources,22,Highschool,Very High,58,High,Married,No,11,1,Better,1,1555
Male,47,Travel_Frequently,Sales,9,Bachelor,High,82,High,Married,No,11,25,Bad,23,12936
Male,26,Travel_Rarely,Research & Development,17,Master,Very High,62,High,Married,No,15,3,Best,3,2305
Female,45,Travel_Rarely,Research & Development,28,College,Very High,48,Medium,Single,No,11,21,Better,21,16704
Male,32,Travel_Frequently,Research & Development,10,Bachelor,Low,56,High,Married,No,13,10,Good,5,3433
Male,31,Travel_Rarely,Research & Development,2,Master,Medium,69,High,Married,No,14,6,Best,5,3477
Male,41,Non-Travel,Human Resources,4,Bachelor,High,60,Medium,Married,No,19,10,Better,3,6430
Female,40,Travel_Rarely,Research & Development,8,College,Medium,92,Low,Married,Yes,16,18,Better,1,6516
Male,24,Travel_Rarely,Research & Development,29,Highschool,Medium,91,Low,Divorced,No,13,6,Best,6,3907
Male,46,Travel_Rarely,Research & Development,13,Master,High,34,Medium,Single,No,14,19,Better,10,5562
Male,35,Travel_Rarely,Research & Development,27,Master,Very High,49,High,Married,No,16,17,Better,7,6883
Male,30,Travel_Rarely,Research & Development,16,Highschool,Medium,33,Very High,Married,No,12,10,Good,10,2862
Male,47,Non-Travel,Sales,2,Master,High,87,Medium,Married,No,11,4,Bad,1,4978
Male,46,Travel_Rarely,Sales,2,Bachelor,High,74,Very High,Divorced,Yes,12,13,Good,10,10368
Male,36,Travel_Rarely,Sales,13,Doctor,Medium,96,Low,Divorced,Yes,13,16,Better,2,6134
Male,32,Travel_Rarely,Sales,1,College,Low,34,Medium,Single,No,15,10,Better,0,6735
Female,23,Travel_Rarely,Research & Development,4,Highschool,High,51,Medium,Single,No,13,3,Bad,3,3295
Female,31,Travel_Frequently,Research & Development,24,Highschool,Very High,30,Very High,Single,No,20,9,Good,5,5238
Male,39,Non-Travel,Research & Development,1,Bachelor,Very High,77,Very High,Married,Yes,15,9,Better,9,6472
Male,32,Travel_Rarely,Sales,19,Bachelor,Very High,80,High,Married,No,13,10,Bad,4,9610
Male,40,Travel_Rarely,Sales,7,Master,Medium,88,Medium,Single,No,14,21,Good,21,19833
Female,45,Travel_Rarely,Human Resources,4,Bachelor,High,56,High,Married,No,21,9,Best,5,9756
Female,30,Travel_Frequently,Research & Development,2,Master,Very High,78,Low,Single,No,16,10,Better,9,4968
Male,24,Travel_Frequently,Human Resources,10,Bachelor,Low,59,Very High,Married,No,14,3,Better,2,2145
Female,30,Travel_Frequently,Human Resources,8,Bachelor,High,66,Very High,Divorced,No,11,6,Good,4,2180
Male,31,Travel_Rarely,Sales,5,Bachelor,Low,51,High,Married,No,19,6,Better,5,8346
Female,27,Travel_Rarely,Research & Development,8,Bachelor,High,67,Very High,Single,No,11,6,Good,6,3445
Female,29,Travel_Rarely,Sales,9,Bachelor,Medium,52,Medium,Single,No,13,2,Better,2,2760
Male,29,Travel_Frequently,Research & Development,1,Bachelor,Very High,70,High,Single,Yes,12,10,Best,3,6294
Male,30,Travel_Rarely,Sales,15,College,High,94,Low,Divorced,No,11,12,Better,7,7140
Male,34,Travel_Rarely,Research & Development,2,Master,Very High,97,Very High,Married,Yes,14,6,Better,5,2932
Female,33,Non-Travel,Sales,2,Bachelor,Very High,62,Medium,Single,No,15,13,Good,11,5147
Female,49,Travel_Rarely,Sales,11,Master,Very High,80,Very High,Single,No,12,8,Best,5,4507
Female,33,Travel_Rarely,Sales,16,Bachelor,Low,74,Low,Single,Yes,20,11,Good,0,8564
Female,38,Travel_Frequently,Research & Development,2,College,High,75,Medium,Married,No,14,9,Good,6,2468
Male,31,Travel_Rarely,Sales,16,Master,Low,70,High,Married,No,13,10,Better,1,8161
Female,29,Travel_Rarely,Research & Development,4,Bachelor,Very High,91,Low,Divorced,No,13,1,Better,1,2109
Male,30,Travel_Rarely,Research & Development,16,Bachelor,High,58,High,Married,No,16,10,Better,7,5294
Male,32,Non-Travel,Research & Development,5,Master,Medium,65,Medium,Single,No,14,12,Better,7,2718
Male,38,Travel_Rarely,Research & Development,18,Bachelor,Medium,60,Very High,Married,Yes,16,15,Better,1,5811
Male,43,Travel_Frequently,Research & Development,17,Bachelor,High,38,High,Married,Yes,16,6,Better,1,2437
Male,42,Travel_Rarely,Research & Development,12,Bachelor,Medium,57,Medium,Divorced,No,22,7,Good,5,2766
Male,55,Travel_Rarely,Research & Development,2,Bachelor,High,60,Low,Married,No,12,34,Better,1,19038
Male,33,Non-Travel,Research & Development,4,Bachelor,Very High,90,Medium,Divorced,No,15,11,Good,9,3055
Male,41,Travel_Rarely,Research & Development,9,Master,High,94,Low,Divorced,No,20,5,Better,5,2289
Male,34,Non-Travel,Sales,10,Bachelor,Very High,87,High,Divorced,Yes,14,15,Better,15,4001
Female,53,Non-Travel,Research & Development,1,Master,Low,60,High,Married,Yes,20,27,Good,3,12965
Male,43,Travel_Rarely,Human Resources,2,Bachelor,Medium,97,Very High,Single,No,13,10,Better,9,3539
Female,34,Travel_Rarely,Sales,3,College,Very High,32,Very High,Single,No,12,6,Better,2,6029
Male,21,Travel_Rarely,Sales,7,Highschool,Medium,31,Medium,Single,No,13,1,Better,1,2679
Female,38,Travel_Rarely,Research & Development,6,College,Very High,40,High,Married,No,11,5,Better,5,3702
Female,22,Travel_Rarely,Research & Development,8,Highschool,High,79,Low,Married,Yes,17,1,Better,1,2398
Female,31,Travel_Rarely,Sales,29,Master,Low,91,Very High,Married,No,14,13,Better,12,5468
Female,51,Travel_Rarely,Research & Development,3,Bachelor,Low,53,High,Married,No,11,15,Better,2,13116
Male,37,Travel_Rarely,Sales,9,College,Medium,46,Medium,Married,No,14,5,Better,5,4189
Male,46,Travel_Rarely,Research & Development,2,Master,High,46,Very High,Divorced,Yes,17,24,Better,2,19328
Male,36,Travel_Rarely,Research & Development,10,Bachelor,Very High,90,Low,Married,Yes,13,15,Better,12,8321
Male,44,Travel_Frequently,Research & Development,1,College,High,99,Medium,Divorced,Yes,12,6,Good,5,2342
Male,37,Travel_Rarely,Human Resources,8,College,High,89,Medium,Divorced,No,13,19,Good,10,4071
Male,35,Travel_Rarely,Sales,27,Bachelor,High,84,Very High,Single,Yes,18,10,Better,10,5813
Male,33,Travel_Rarely,Research & Development,8,Master,Very High,90,Low,Married,No,19,14,Better,10,3143
Male,28,Travel_Rarely,Research & Development,1,Bachelor,High,82,Very High,Married,No,11,5,Best,5,2044
Male,39,Travel_Rarely,Research & Development,10,Highschool,High,65,High,Single,No,21,9,Better,4,13464
Male,46,Non-Travel,Sales,26,College,Medium,98,Medium,Single,No,15,6,Better,2,7991
Female,40,Travel_Rarely,Research & Development,2,College,High,99,Low,Married,No,17,7,Good,4,3377
Male,42,Travel_Rarely,Research & Development,13,Bachelor,Medium,95,Low,Married,No,18,10,Good,0,5538
Male,35,Non-Travel,Research & Development,2,College,Medium,90,Very High,Divorced,No,14,15,Better,7,5762
Male,38,Non-Travel,Human Resources,2,Bachelor,Low,100,Medium,Divorced,No,13,13,Better,11,2592
Male,34,Travel_Frequently,Research & Development,9,Master,Very High,93,Low,Married,No,17,11,Good,7,5346
Male,37,Travel_Rarely,Research & Development,10,Master,Very High,58,Low,Single,No,15,10,Bad,10,4213
Male,39,Travel_Frequently,Sales,20,Bachelor,High,83,Very High,Divorced,No,18,7,Better,2,4127
Male,43,Non-Travel,Research & Development,9,Bachelor,Low,52,High,Single,No,13,7,Good,3,2438
Male,41,Travel_Rarely,Research & Development,5,Bachelor,Medium,85,Medium,Single,No,12,11,Bad,3,6870
Female,41,Travel_Rarely,Sales,4,Highschool,High,81,High,Divorced,Yes,13,23,Best,22,10447
Female,30,Travel_Rarely,Research & Development,10,Bachelor,Low,64,High,Single,No,14,9,Better,7,9667
Female,26,Travel_Rarely,Human Resources,20,College,Very High,69,Medium,Married,Yes,11,6,Better,5,2148
Female,46,Travel_Rarely,Research & Development,21,College,Very High,66,Medium,Married,No,22,13,Best,9,8926
Female,40,Travel_Rarely,Research & Development,1,Bachelor,High,52,Very High,Divorced,No,17,12,Better,5,6513
Male,34,Travel_Rarely,Sales,8,College,Medium,92,High,Married,No,21,10,Better,10,6799
Male,58,Non-Travel,Sales,2,Bachelor,Medium,52,Medium,Divorced,No,22,37,Good,16,16291
Male,35,Travel_Rarely,Research & Development,23,Master,Medium,91,High,Married,No,16,6,Best,5,2705
Female,47,Travel_Rarely,Research & Development,4,Bachelor,High,92,Medium,Divorced,Yes,12,28,Better,22,10333
Female,40,Travel_Rarely,Research & Development,12,Bachelor,Medium,47,Low,Divorced,No,12,15,Better,7,4448
Female,54,Travel_Rarely,Research & Development,7,Master,Very High,68,Very High,Married,No,15,14,Good,7,6854
Female,31,Travel_Frequently,Sales,7,Master,Low,68,Low,Married,No,14,9,Better,3,9637
Female,28,Travel_Rarely,Research & Development,1,Bachelor,High,67,Low,Married,No,25,3,Better,3,3591
Female,38,Travel_Rarely,Sales,2,Master,Medium,77,Very High,Married,Yes,20,20,Good,4,5405
Male,26,Travel_Rarely,Sales,10,Bachelor,High,46,Very High,Single,No,13,5,Better,5,4684
Male,58,Travel_Frequently,Research & Development,15,Master,Low,87,High,Married,Yes,14,23,Better,2,15787
Female,18,Non-Travel,Research & Development,14,Bachelor,Medium,33,High,Single,No,16,0,Bad,0,1514
Male,31,Travel_Rarely,Human Resources,18,Doctor,Very High,89,Low,Married,No,17,2,Better,1,2956
Male,29,Travel_Rarely,Human Resources,13,Bachelor,Low,56,Low,Divorced,Yes,15,4,Better,2,2335
Female,45,Non-Travel,Sales,2,Master,High,67,High,Married,No,22,10,Best,8,5154
Female,36,Travel_Rarely,Research & Development,2,Master,Very High,73,Medium,Married,Yes,22,15,Better,1,6962
Male,43,Travel_Frequently,Sales,2,Master,Low,92,Very High,Married,No,20,7,Better,7,5675
Female,27,Travel_Frequently,Research & Development,5,College,Very High,53,Very High,Single,Yes,14,6,Good,5,2379
Male,29,Travel_Frequently,Research & Development,20,Highschool,Very High,40,Very High,Married,No,13,11,Best,11,3812
Male,32,Travel_Frequently,Sales,10,Master,Very High,79,Very High,Single,No,13,4,Best,0,4648
Male,42,Non-Travel,Research & Development,10,Master,High,38,High,Married,No,22,10,Good,6,2936
Female,47,Travel_Rarely,Research & Development,9,Master,Medium,64,High,Single,No,12,7,Better,2,2105
Male,46,Travel_Rarely,Research & Development,2,College,Very High,82,Very High,Divorced,No,14,12,Good,9,8578
Male,28,Non-Travel,Human Resources,1,College,High,43,Very High,Divorced,No,15,3,Better,3,2706
Male,29,Travel_Rarely,Research & Development,29,Highschool,Very High,93,High,Divorced,No,17,11,Better,7,6384
Male,42,Travel_Rarely,Research & Development,8,Bachelor,Very High,81,High,Single,No,13,8,Better,0,3968
Male,32,Travel_Rarely,Sales,2,Master,High,82,Medium,Single,Yes,12,7,Good,2,9907
Female,46,Travel_Rarely,Sales,3,Bachelor,Low,45,Low,Divorced,No,12,25,Better,19,13225
Female,27,Travel_Rarely,Sales,23,Highschool,Medium,36,High,Married,No,21,9,Better,9,3540
Male,29,Travel_Rarely,Human Resources,6,Highschool,Very High,87,Medium,Married,No,11,1,Better,1,2804
